,Gene ID,Gene name,Counts NP1,FPKM NP1,Counts NP2,FPKM NP2,Counts P1,FPKM P1,Counts P2,FPKM P2,Log2 FC,pvalue,padj,FPKM P1 CC,FPKM P2 CC,FPKM P1 GC,FPKM P2 GC
504,AT3G57270,BG1,0,0,0,0,24,0.55,14,0.39,7.45,9.00E-06,2.41E-05,0.55,0.39,0.55,0.39
5338,AT3G13750,BGAL1,21543,109.41,22233,109.29,6719,52.26,5431,52.11,-1.07,6.70E-77,9.81E-76,52.26,52.11,52.26,52.11
6054,AT5G63810,BGAL10,354,2.41,325,2.14,91,0.95,56,0.72,-1.44,2.41E-08,8.06E-08,0.95,0.72,0.95,0.72
5753,AT4G26140,BGAL12,364,2.04,422,2.29,114,0.98,79,0.83,-1.25,6.15E-08,1.99E-07,0.98,0.83,0.98,0.83
365,AT4G38590,BGAL14,1,0.01,3,0.02,304,2.46,270,2.69,7.95,5.84E-26,3.98E-25,2.46,2.69,2.46,2.69
3189,AT1G77410,BGAL16,64,0.41,63,0.39,276,2.69,173,2.08,2.59,1.20E-21,7.24E-21,2.69,2.08,2.69,2.08
6384,AT5G56870,BGAL4,205,0.95,254,1.14,52,0.37,31,0.27,-1.7,1.53E-07,4.83E-07,0.37,0.27,0.37,0.27
8519,AT1G45130,BGAL5,493,3.15,501,3.1,2,0.02,5,0.06,-6.36,1.73E-27,1.22E-26,0.02,0.06,0.02,0.06
6055,AT2G28470,BGAL8,3509,17.31,3767,17.98,867,6.55,693,6.46,-1.44,8.03E-57,9.43E-56,6.55,6.46,6.55,6.46
4998,AT3G57260,BGL2,1005,12.07,1112,12.93,1441,26.51,1139,25.84,1.07,4.18E-25,2.78E-24,26.51,25.84,26.51,25.84
8488,AT1G45191,BGLU1,202,1.69,190,1.54,0,0,3,0.05,-6.24,3.58E-12,1.50E-11,0,0.05,0,0.05
6699,AT4G27830,BGLU10,847,7.88,870,7.84,145,2.07,95,1.67,-2.07,3.07E-30,2.32E-29,2.07,1.67,2.07,1.67
5692,AT1G02850,BGLU11,624,5.04,690,5.4,185,2.29,145,2.21,-1.21,8.87E-12,3.65E-11,2.29,2.21,2.29,2.21
3127,AT2G44490,BGLU26,3482,27.79,3581,27.66,14452,176.64,11659,175.77,2.67,0,0,176.64,175.77,176.64,175.77
486,AT3G60120,BGLU27,0,0,0,0,23,0.31,16,0.26,7.5,6.93E-06,1.88E-05,0.31,0.26,0.31,0.26
8659,AT3G60140,BGLU30,37,0.28,51,0.38,0,0,0,0,-7.11,1.03E-05,2.75E-05,0,0,0,0
7607,AT2G32860,BGLU33,5201,41.67,5646,43.79,292,3.58,212,3.21,-3.65,1.21E-266,4.51E-265,3.58,3.21,3.58,3.21
5026,AT5G36890,BGLU42,249,1.92,272,2.03,337,3.98,291,4.24,1.06,1.22E-08,4.16E-08,3.98,4.24,3.98,4.24
3701,AT3G18070,BGLU43,41,0.4,21,0.2,72,1.06,69,1.26,1.97,1.34E-05,3.51E-05,1.06,1.26,1.06,1.26
4499,AT1G61810,BGLU45,45,0.33,48,0.34,74,0.83,62,0.86,1.33,0.000793444,0.00168432,0.83,0.86,0.83,0.86
7701,AT1G61820,BGLU46,27,0.2,25,0.18,0,0,2,0.03,-3.87,0.004090055,0.007761605,0,0.03,0,0.03
7529,AT4G21760,BGLU47,1136,11.03,1116,10.49,65,0.97,54,0.99,-3.46,4.12E-71,5.73E-70,0.97,0.99,0.97,0.99
6110,AT1G60260,BGLU5,2167,23.53,2259,23.74,510,8.48,412,8.45,-1.48,1.51E-42,1.45E-41,8.48,8.45,8.48,8.45
8633,AT1G60270,BGLU6,305,2.94,352,3.28,1,0.01,2,0.04,-6.99,1.22E-15,5.95E-15,0.01,0.04,0.01,0.04
8378,AT3G62740,BGLU7,18,0.17,19,0.17,0,0,0,0,-5.86,0.001249145,0.002579634,0,0,0,0
7456,AT2G41240,BHLH100,62,0.95,39,0.58,4,0.09,2,0.06,-3.31,0.000142831,0.000334389,0.214500268,0.143000179,0.09,0.06
3925,AT3G56770,BHLH107,46,0.61,40,0.52,93,1.9,78,1.97,1.77,2.52E-06,7.13E-06,1.9,1.97,1.9,1.97
7954,AT1G27660,BHLH110,208,1.79,245,2.04,9,0.12,2,0.03,-4.6,2.08E-17,1.09E-16,0.12,0.03,0.12,0.03
7734,AT1G61660,BHLH112,3000,22.35,3231,23.3,144,1.64,90,1.27,-3.96,1.57E-179,4.24E-178,2.030821655,1.572648477,1.64,1.27
837,AT4G28811,BHLH119,0,0,0,0,7,0.1,14,0.24,6.67,0.000295909,0.000666066,0.1,0.24,0.1,0.24
8484,AT3G20640,BHLH123,273,1.98,233,1.63,3,0.03,1,0.01,-6.21,2.31E-15,1.12E-14,0.03,0.01,0.03,0.01
8273,AT1G62975,BHLH125,36,0.41,41,0.45,1,0.02,0,0,-5.49,0.00057037,0.001233787,0.02,0,0.02,0
1184,AT4G28815,BHLH127,0,0,0,0,7,0.16,6,0.17,5.93,0.003764498,0.007196278,0.16,0.17,0.16,0.17
2965,AT1G01260,BHLH13,471,3.03,527,3.29,2225,21.95,2005,24.4,2.87,3.55E-162,8.91E-161,21.95,24.4,21.95,24.4
8422,AT4G00870,BHLH14,10,0.11,31,0.32,0,0,0,0,-6,0.000977479,0.002049726,0,0,0,0
6059,AT5G09460,BHLH143,2712,18.9,2825,19.05,650,6.94,535,7.04,-1.44,5.67E-48,5.88E-47,6.94,7.04,6.94,7.04
6133,AT1G29950,BHLH144,2404,16.98,2348,16.06,527,5.7,449,5.99,-1.5,4.63E-44,4.56E-43,5.7,5.99,5.7,5.99
8397,AT5G50010,BHLH145,17,0.16,22,0.2,0,0,0,0,-5.94,0.000980872,0.002055942,0,0,0,0
8055,AT4G30180,BHLH146,7,0.13,12,0.21,0,0,0,0,-4.9,0.021216366,0.035500974,0,0,0,0
3436,AT3G05800,BHLH150,888,12.97,1031,14.57,2917,65.23,2438,67.25,2.27,2.10E-133,4.61E-132,65.23,67.25,65.23,67.25
5465,AT2G31730,BHLH154,288,4.51,329,4.98,104,2.49,63,1.86,-1.12,1.58E-05,4.11E-05,2.49,1.86,2.49,1.86
7704,AT1G64625,BHLH157,47,0.4,54,0.44,3,0.04,1,0.02,-3.89,5.45E-05,0.000134308,0.04,0.02,0.04,0.02
553,AT1G10585,BHLH167,83,1.34,91,1.42,9359,230.75,7000,212.89,7.33,0,0,230.75,212.89,230.75,212.89
2178,AT1G10586,BHLH168,2,0.04,2,0.04,19,0.64,23,0.95,4.2,6.04E-05,0.000148138,0.64,0.95,0.64,0.95
9,AT2G22760,BHLH19,1,0.01,0,0,2533,45.25,2076,45.74,12.95,2.33E-19,1.31E-18,45.25,45.74,45.25,45.74
6896,AT4G28790,BHLH23,32,0.24,34,0.24,7,0.08,1,0.01,-2.31,0.012800442,0.022299257,0.08,0.01,0.08,0.01
2727,AT4G29930,BHLH27,2,0.01,2,0.01,7,0.06,14,0.15,3.23,0.010831442,0.019127984,0.06,0.15,0.06,0.15
5346,AT4G16430,BHLH3,1088,10.54,1082,10.15,317,4.7,282,5.16,-1.07,2.27E-14,1.05E-13,4.7,5.16,7.048286624,7.738118932
8527,AT1G68810,BHLH30,277,2.51,302,2.65,2,0.03,2,0.03,-6.39,1.32E-16,6.69E-16,0.03,0.03,0.03,0.03
7987,AT3G25710,BHLH32,281,3.27,305,3.43,9,0.16,4,0.09,-4.72,2.67E-22,1.64E-21,0.16,0.09,0.16,0.09
5967,AT3G47640,BHLH47,600,7.69,614,7.61,154,3.02,117,2.83,-1.38,1.73E-13,7.72E-13,3.02,2.83,3.02,2.83
7432,AT2G24260,BHLH66,399,4,427,4.15,30,0.46,20,0.38,-3.27,3.41E-27,2.40E-26,0.46,0.38,0.46,0.38
4583,AT3G61950,BHLH67,27,0.24,33,0.28,44,0.59,40,0.67,1.28,0.010963825,0.019341796,0.59,0.67,0.59,0.67
7043,AT4G29100,BHLH68,1782,13.48,1939,14.2,208,2.41,170,2.43,-2.52,1.22E-78,1.82E-77,2.41,2.43,2.41,2.43
6986,AT1G10120,BHLH74,510,4,521,3.95,66,0.79,46,0.68,-2.43,1.42E-24,9.31E-24,0.79,0.68,0.968483792,0.833631618
4356,AT5G48560,BHLH78,211,1.67,262,2.01,419,5.08,318,4.75,1.42,2.40E-14,1.11E-13,5.08,4.75,5.08,4.75
376,AT5G58010,BHLH82,0,0,0,0,30,0.62,22,0.56,7.92,9.25E-07,2.74E-06,0.62,0.56,0.62,0.56
1224,AT2G31210,BHLH91,6,0.06,11,0.11,310,4.98,267,5.29,5.87,7.95E-46,8.04E-45,4.98,5.29,4.98,5.29
28,AT5G43650,BHLH92,1,0.02,0,0,1052,24.45,964,27.64,11.77,3.46E-16,1.73E-15,24.45,27.64,24.45,27.64
2350,AT1G72210,BHLH96,17,0.12,12,0.08,120,1.32,128,1.74,3.89,3.05E-20,1.77E-19,1.32,1.74,1.32,1.74
2588,AT5G47120,BI-1,1725,23.49,1719,22.65,12008,250.39,9979,256.67,3.46,0,0,250.39,256.67,250.39,256.67
2625,AT4G35380,BIG4,10,0.03,13,0.04,85,0.43,56,0.35,3.39,4.24E-11,1.68E-10,0.43,0.35,0.43,0.35
1709,AT2G39660,BIK1,485,4.33,592,5.11,13460,183.87,10010,168.67,5.22,0,0,183.87,168.67,183.87,168.67
3592,AT5G08130,BIM1,2583,15.62,2765,16.18,7034,65.14,6099,69.67,2.08,1.75E-190,5.01E-189,100.2312946,107.2016318,100.3015387,107.2767609
7794,AT5G57590,BIO3-BIO1,110,0.7,124,0.77,6,0.06,2,0.02,-4.1,7.45E-10,2.77E-09,0.06,0.02,0.06,0.02
2585,AT5G42020,BIP,3293,21.43,3493,22,23337,232.6,20001,245.9,3.46,0,0,232.6,245.9,232.6,245.9
4922,AT5G48380,BIR1,1954,12.19,2159,13.03,2842,27.15,2296,27.06,1.1,6.20E-41,5.77E-40,27.15,27.06,27.15,27.06
5803,AT4G34610,BLH6,1641,10.93,1589,10.25,447,4.56,327,4.12,-1.28,3.98E-25,2.65E-24,4.56,4.12,4.56,4.12
8609,AT2G27990,BLH8,31,0.25,40,0.31,0,0,0,0,-6.8,3.71E-05,9.31E-05,0,0,0,0
7969,AT5G02030,BLH9,345,2.82,405,3.21,6,0.08,11,0.17,-4.67,1.46E-27,1.03E-26,0.106741607,0.226825915,0.08,0.17
7950,AT4G14480,BLUS1,324,2.93,332,2.91,11,0.15,5,0.09,-4.58,6.86E-25,4.54E-24,0.15,0.09,0.15,0.09
1107,AT5G59570,BOA,17,0.08,18,0.08,700,5.2,651,5.97,6.06,1.89E-98,3.35E-97,5.2,5.97,5.2,5.97
2755,AT4G19700,BOI,187,2.66,199,2.74,1166,25.39,882,23.69,3.19,1.37E-114,2.70E-113,32.07823214,29.93041826,38.75593979,36.16101669
182,AT1G08860,BON3,1,0.01,0,0,168,2.12,129,2.01,8.99,9.14E-10,3.38E-09,2.12,2.01,2.12,2.01
8180,AT1G74810,BOR5,187,1.02,188,0.99,5,0.04,1,0.01,-5.2,3.08E-14,1.42E-13,0.04,0.01,0.04,0.01
2680,AT2G01930,BPC1,296,2.94,330,3.17,1967,29.91,1609,30.18,3.3,1.95E-190,5.57E-189,29.91,30.18,29.91,30.18
6315,AT1G59640,BPE,188,1.8,185,1.71,32,0.47,37,0.67,-1.64,2.85E-06,8.05E-06,0.47,0.67,0.653764192,0.93196172
3966,AT5G19000,BPM1,1302,11.61,1301,11.23,2793,38.15,2231,37.59,1.73,1.97E-91,3.28E-90,38.15,37.59,38.15,37.59
4864,AT3G06190,BPM2,1237,8.98,1286,9.03,1780,19.78,1434,19.66,1.13,1.37E-33,1.11E-32,19.78,19.66,19.78,19.66
4316,AT1G01550,BPS1,5591,58.41,5873,59.39,10590,169.46,7656,151.11,1.44,1.64E-92,2.76E-91,169.46,151.11,169.46,151.11
4410,AT4G21070,BRCA1,83,0.47,70,0.38,122,1.06,109,1.17,1.38,1.06E-05,2.81E-05,1.06,1.17,1.06,1.17
3279,AT5G01630,BRCA2B,104,0.47,91,0.4,362,2.5,269,2.29,2.47,7.47E-29,5.48E-28,2.5,2.29,2.5,2.29
4000,AT1G61215,BRD4,383,2.92,417,3.07,827,9.65,677,9.74,1.69,2.55E-36,2.20E-35,9.65,9.74,9.65,9.74
3700,AT5G45100,BRG1,194,2.35,258,3.03,580,10.78,453,10.38,1.97,1.24E-29,9.23E-29,10.78,10.38,10.78,10.38
6184,AT3G61460,BRH1,586,8.24,672,9.14,122,2.63,128,3.4,-1.54,1.25E-14,5.84E-14,2.63,3.4,2.63,3.4
5107,AT2G42160,BRIZ1,593,5.74,662,6.2,863,12.79,626,11.45,1.02,6.14E-15,2.91E-14,12.79,11.45,12.79,11.45
6901,AT1G55610,BRL1,159,0.64,198,0.77,28,0.17,14,0.11,-2.32,7.24E-09,2.52E-08,0.17,0.11,0.17,0.11
8176,AT2G01950,BRL2,477,2.29,532,2.47,7,0.05,9,0.08,-5.19,2.65E-35,2.24E-34,0.05,0.08,0.05,0.08
4695,AT4G03110,BRN1,2062,16.63,2166,16.91,3111,38.44,2573,39.21,1.21,1.35E-53,1.52E-52,38.44,39.21,38.44,39.21
2854,AT2G42270,BRR2B,3294,8.16,3541,8.49,17648,66.97,14515,67.94,3.02,0,0,66.97,67.94,66.97,67.94
2057,AT2G35600,BRXL1,44,0.37,40,0.32,605,7.71,465,7.31,4.45,1.42E-86,2.28E-85,7.71,7.31,7.71,7.31
6728,AT1G54180,BRXL3,91,0.8,73,0.62,9,0.12,13,0.22,-2.1,0.000201328,0.000462833,0.12,0.22,0.12,0.22
7867,AT5G20540,BRXL4,146,1.63,164,1.77,4,0.07,5,0.11,-4.32,9.80E-13,4.22E-12,0.07,0.11,0.07,0.11
5556,AT1G01740,BSK4,178,1.54,166,1.39,52,0.69,38,0.62,-1.16,0.00050636,0.001103265,0.69,0.62,0.69,0.62
5273,AT5G59010,BSK5,232,1.77,214,1.58,75,0.88,52,0.75,-1.04,0.000350503,0.000781097,0.88,0.75,0.88,0.75
2774,AT1G63500,BSK7,1033,7.06,1095,7.25,6060,63.47,4920,63.57,3.15,0,0,63.47,63.57,63.47,63.57
5577,AT5G41260,BSK8,2304,17,2520,18,689,7.79,561,7.82,-1.17,5.93E-30,4.45E-29,7.79,7.82,7.79,7.82
985,AT3G11480,BSMT1,2,0.02,2,0.02,120,2.22,69,1.58,6.32,1.26E-14,5.91E-14,2.22,1.58,2.22,1.58
2095,AT1G03445,BSU1,1,0.01,0,0,6,0.06,6,0.07,4.38,0.030458417,0.049221509,0.06,0.07,0.06,0.07
888,AT3G48360,BT2,83,0.56,79,0.52,4962,51.4,3788,48.4,6.53,0,0,51.4,48.4,51.4,48.4
2711,AT1G05690,BT3,600,5.46,614,5.41,3835,53.49,2898,49.86,3.25,4.76E-283,1.89E-281,53.49,49.86,53.49,49.86
3292,AT5G67480,BT4,291,2.07,288,1.99,1083,11.81,761,10.24,2.44,4.03E-68,5.43E-67,11.81,10.24,11.81,10.24
993,AT4G37610,BT5,191,2.36,175,2.09,9287,175.47,7561,176.22,6.31,0,0,175.47,176.22,175.47,176.22
2499,AT2G33560,BUBR1,20,0.23,7,0.08,116,2.05,79,1.72,3.62,4.61E-14,2.11E-13,2.05,1.72,2.05,1.72
4516,AT1G62710,bVPE,414,4.12,389,3.75,643,9.8,526,9.89,1.32,1.06E-19,6.01E-19,9.8,9.89,13.07594662,13.19603184
7373,AT5G49360,BXL1,14278,87.64,15333,91.1,1086,10.21,852,9.88,-3.15,0,0,10.21,9.88,10.21,9.88
6164,AT1G02640,BXL2,380,2.43,359,2.22,77,0.75,72,0.87,-1.52,5.01E-10,1.88E-09,0.75,0.87,0.75,0.87
7637,AT5G09730,BXL3,188,1.16,200,1.2,6,0.06,11,0.13,-3.71,1.41E-14,6.59E-14,0.06,0.13,0.06,0.13
7016,AT5G64570,BXL4,2637,13.78,2807,14.19,334,2.67,241,2.38,-2.47,3.65E-101,6.63E-100,2.67,2.38,4.19089472,3.735703908
7096,AT3G19620,BXL5,471,3.37,531,3.68,56,0.61,40,0.54,-2.6,8.65E-26,5.86E-25,0.61,0.54,0.61,0.54
5230,AT1G78060,BXL7,1251,8.88,1343,9.23,436,4.74,311,4.17,-1.02,7.94E-15,3.75E-14,4.74,4.17,4.74,4.17
2392,AT5G49450,BZIP1,109,2.13,89,1.68,811,24.29,781,28.86,3.8,3.06E-100,5.51E-99,24.29,28.86,24.29,28.86
5599,AT4G34590,BZIP11,276,3.57,245,3.07,69,1.37,65,1.59,-1.17,2.33E-05,5.98E-05,1.698241712,1.97095206,1.37,1.59
5738,AT2G16770,BZIP23,283,3.19,246,2.68,70,1.21,60,1.28,-1.24,7.43E-06,2.01E-05,1.21,1.28,1.21,1.28
4692,AT3G54620,BZIP25,1918,19.98,1981,19.97,3005,47.94,2266,44.59,1.21,3.15E-48,3.29E-47,47.94,44.59,47.94,44.59
3108,AT3G10800,BZIP28,1620,12.09,1795,12.97,7296,83.4,5541,78.13,2.69,1.41E-281,5.57E-280,83.4,78.13,83.4,78.13
4589,AT2G42380,BZIP34,599,5.24,573,4.86,1005,13.48,656,10.85,1.27,7.78E-20,4.44E-19,13.48,10.85,13.48,10.85
1379,AT1G59530,BZIP4,0,0,0,0,7,0.37,4,0.26,5.66,0.008592273,0.015448523,0.37,0.26,0.37,0.26
3454,AT3G62420,BZIP53,1493,20.94,1422,19.3,4247,91.22,3713,98.37,2.24,1.97E-160,4.88E-159,91.22,98.37,91.22,98.37
3089,AT1G42990,BZIP60,3711,53.48,3719,51.87,14975,330.53,13252,360.79,2.71,0,0,330.53,360.79,330.53,360.79
7672,AT5G24800,BZIP9,838,14.56,926,15.57,48,1.28,27,0.89,-3.78,2.40E-58,2.88E-57,1.28,0.89,1.28,0.89
8219,AT1G47960,C/VIF1,1070,10.5,1181,11.22,18,0.27,15,0.28,-5.31,4.63E-74,6.60E-73,0.350687105,0.363675517,0.27,0.28
4230,AT5G64620,C/VIF2,451,7.29,577,9.03,1012,25.07,699,21.36,1.51,1.34E-25,9.00E-25,25.07,21.36,25.07,21.36
2649,AT1G29690,CAD1,1097,8.58,1169,8.85,7561,90.58,5818,85.97,3.34,0,0,90.58,85.97,90.58,85.97
8733,AT2G21730,CAD2,64,0.63,72,0.68,0,0,0,0,-7.74,6.18E-07,1.86E-06,0,0,0,0
8575,AT2G21890,CAD3,74,1.13,94,1.39,1,0.02,0,0,-6.61,1.02E-05,2.72E-05,0.02,0,0.02,0
2558,AT4G34230,CAD5,1790,19.61,1796,19.05,12821,215.17,10997,227.65,3.52,0,0,215.17,227.65,346.6905448,366.7988219
8427,AT4G37970,CAD6,162,1.88,172,1.94,2,0.04,1,0.02,-6.02,3.55E-11,1.41E-10,0.04,0.02,0.04,0.02
145,AT4G37990,CAD8,86,0.8,112,1.01,39019,558.86,32389,572.22,9.28,0,0,558.86,572.22,558.86,572.22
8678,AT4G39330,CAD9,3372,43.38,3670,45.7,19,0.37,8,0.19,-7.25,7.60E-134,1.67E-132,0.37,0.19,0.37,0.19
2283,AT5G22250,CAF1-11,410,5.5,424,5.5,4334,89.01,3465,87.78,4.01,0,0,89.01,87.78,89.01,87.78
967,AT1G27890,CAF1-4,0,0,1,0.02,27,0.7,21,0.68,6.37,8.14E-05,0.00019617,0.7,0.68,0.7,0.68
1128,AT1G61470,CAF1-5,49,0.72,40,0.57,1852,41.55,1504,41.62,6.02,6.38E-234,2.16E-232,41.55,41.62,41.55,41.62
3903,AT3G44260,CAF1-9,1508,19.98,1597,20.48,3367,68.32,2864,71.68,1.79,6.01E-108,1.14E-106,68.32,71.68,68.32,71.68
4561,AT1G05570,CALS1,1489,3.82,1647,4.09,2553,10.03,1947,9.44,1.3,2.44E-48,2.55E-47,10.03,9.44,10.03,9.44
4112,AT2G36850,CALS10,4770,13.48,5215,14.27,9872,42.73,7836,41.84,1.61,6.14E-138,1.38E-136,42.73,41.84,42.73,41.84
5403,AT4G04970,CALS11,961,2.8,906,2.56,275,1.23,233,1.28,-1.09,4.04E-13,1.77E-12,1.23,1.28,1.23,1.28
3815,AT4G03550,CALS12,1908,5.6,1937,5.51,4440,19.97,3679,20.41,1.86,7.17E-138,1.61E-136,19.97,20.41,19.97,20.41
4426,AT3G59100,CALS6,288,0.77,316,0.82,514,2.1,397,2,1.37,3.43E-17,1.78E-16,2.1,2,2.1,2
7130,AT1G06490,CALS7,123,0.33,157,0.41,11,0.05,14,0.07,-2.69,1.38E-08,4.71E-08,0.05,0.07,0.05,0.07
7439,AT3G14570,CALS8,311,0.86,338,0.9,25,0.11,14,0.07,-3.28,1.16E-21,7.00E-21,0.11,0.07,0.11,0.07
4093,AT2G41110,CAM2,1123,21.63,1230,22.93,2342,69.09,1883,68.52,1.63,2.46E-72,3.46E-71,69.09,68.52,69.09,68.52
4294,AT2G41010,CAMBP25,1590,22.57,1796,24.67,3036,65.99,2383,63.89,1.46,2.16E-65,2.82E-64,65.99,63.89,65.99,63.89
163,AT3G17980,CAR4,0,0,0,0,74,1.33,51,1.13,9.18,1.44E-09,5.24E-09,1.33,1.13,1.33,1.13
2850,AT2G46520,CAS,1484,6.8,1592,7.06,8089,56.73,6464,55.92,3.02,0,0,56.73,55.92,56.73,55.92
1098,AT3G11550,CASP2,0,0,0,0,11,0.3,4,0.13,6.08,0.002501812,0.004926465,0.3,0.13,0.3,0.13
1373,AT4G21120,CAT1,10,0.05,19,0.09,495,3.75,367,3.43,5.67,1.12E-67,1.50E-66,3.75,3.43,3.75,3.43
7195,AT1G20620,CAT3,31086,162.91,34133,173.14,3076,24.69,2296,22.73,-2.82,0,0,24.69,22.73,24.69,22.73
2465,AT5G04770,CAT6,31,0.18,33,0.19,282,2.53,201,2.23,3.69,2.16E-36,1.86E-35,2.53,2.23,2.53,2.23
7319,AT3G10600,CAT7,45,0.4,38,0.33,5,0.07,1,0.02,-3.04,0.0008986,0.001894944,0.07,0.02,0.07,0.02
5512,AT1G02300,CATHB1,218,2.64,250,2.93,65,1.21,58,1.33,-1.14,7.02E-05,0.000170795,1.21,1.33,1.21,1.33
5782,AT4G01610,CATHB3,2501,27.24,2565,27.04,673,11.23,548,11.27,-1.27,8.82E-37,7.64E-36,11.23,11.27,11.23,11.27
7537,AT3G51860,CAX3,1100,9.71,1153,9.85,61,0.82,56,0.93,-3.48,1.81E-71,2.52E-70,0.82,0.93,0.82,0.93
989,AT5G01490,CAX4,0,0,0,0,9,0.13,8,0.14,6.32,0.000994399,0.002082106,0.13,0.14,0.13,0.14
6255,AT1G60660,CB5LP,352,6.37,295,5.17,64,1.77,61,2.09,-1.58,4.10E-09,1.45E-08,1.77,2.09,1.77,2.09
4690,AT3G48420,CBBY,6369,88,6624,88.58,9510,201.24,7988,208.5,1.21,2.42E-86,3.88E-85,201.24,208.5,201.24,208.5
5809,AT3G57150,CBF5,1321,10.36,1399,10.62,354,4.25,292,4.33,-1.29,1.83E-23,1.16E-22,4.25,4.33,4.25,4.33
607,AT4G17615,CBL1,436,3.82,404,3.42,39400,528.13,32776,541.92,7.21,0,0,528.13,541.92,528.13,541.92
5972,AT4G33000,CBL10,1063,13.28,1051,12.71,270,5.17,201,4.74,-1.39,5.37E-21,3.18E-20,5.17,4.74,5.17,4.74
8566,AT4G01420,CBL5,31,0.65,29,0.59,0,0,0,0,-6.56,9.56E-05,0.000228944,0,0,0,0
1175,AT4G16350,CBL6,7,0.13,7,0.12,286,7.96,213,7.31,5.93,1.82E-39,1.66E-38,7.96,7.31,7.96,7.31
640,AT4G26560,CBL7,1,0.02,0,0,47,1.68,35,1.55,7.13,3.90E-06,1.09E-05,1.68,1.55,1.68,1.55
6765,AT4G31000,CBP60F,983,7.88,1181,9.17,171,2.1,116,1.76,-2.14,4.16E-36,3.57E-35,2.1,1.76,2.1,1.76
3483,AT5G63490,CBSCBSPB1,797,6.77,850,6.99,2469,32.11,1950,31.28,2.2,6.82E-125,1.44E-123,32.11,31.28,32.11,31.28
3883,AT5G50640,CBSCBSPB4,2488,23.23,2497,22.57,5641,80.67,4524,79.8,1.81,2.59E-146,6.06E-145,80.67,79.8,80.67,79.8
3990,AT5G50530,CBSCBSPB4,1874,15.94,1888,15.55,3966,51.68,3172,50.99,1.71,2.10E-110,4.04E-109,51.68,50.99,51.68,50.99
7135,AT2G14520,CBSDUF3,178,1.62,206,1.81,14,0.2,20,0.34,-2.69,4.11E-11,1.63E-10,0.2,0.34,0.2,0.34
2493,AT5G52790,CBSDUF5,18,0.13,20,0.14,165,1.78,110,1.47,3.63,3.29E-21,1.96E-20,1.78,1.47,1.78,1.47
6476,AT1G47330,CBSDUF7,783,7.38,881,8.04,174,2.51,105,1.87,-1.81,1.34E-22,8.30E-22,2.51,1.87,2.51,1.87
4191,AT4G34120,CBSX2,2547,36.76,2605,36.39,4876,107.8,3846,104.88,1.54,3.35E-102,6.14E-101,107.8,104.88,107.8,104.88
2955,ATMG00900,CCB256,8,0.18,5,0.11,25,0.88,30,1.3,2.88,0.000145964,0.000341223,0.88,1.3,0.88,1.3
4801,AT1G30450,CCC1,954,4.28,982,4.26,1381,9.49,1136,9.63,1.16,1.35E-29,1.01E-28,9.49,9.63,9.49,9.63
5567,AT4G19170,CCD4,18876,148.1,20675,157.01,5564,66.86,4691,69.53,-1.16,2.98E-76,4.33E-75,66.86,69.53,66.86,69.53
7599,AT4G32810,CCD8,20,0.17,23,0.19,1,0.01,1,0.02,-3.64,0.008965242,0.01606457,0.01,0.02,0.01,0.02
4712,AT5G54290,CcdA,2777,39.86,2831,39.33,4103,90.19,3401,92.22,1.2,1.57E-61,1.96E-60,90.19,92.22,90.19,92.22
8018,AT3G56240,CCH,12414,167.47,11952,156.06,259,5.35,247,6.3,-4.8,0,0,15.09543506,17.77593287,5.35,6.3
6330,AT3G26740,CCL,1876,31.16,2548,40.96,491,12.49,334,10.48,-1.65,4.73E-31,3.63E-30,12.49,10.48,12.49,10.48
2742,AT1G80820,CCR2,221,1.87,251,2.05,1403,18.16,1124,17.95,3.2,2.71E-138,6.12E-137,18.16,17.95,18.16,17.95
6134,AT2G39180,CCR2,159,1.08,200,1.31,43,0.45,31,0.4,-1.5,1.62E-05,4.22E-05,0.45,0.4,0.45,0.4
3183,AT3G55950,CCR3,175,0.99,166,0.91,679,5.9,524,5.62,2.6,7.59E-56,8.81E-55,5.9,5.62,5.9,5.62
1825,AT5G47850,CCR4,29,0.2,33,0.22,643,6.93,518,6.88,5.01,3.41E-96,5.95E-95,6.93,6.88,6.93,6.88
4967,AT1G49380,CCS1,1787,14.93,1883,15.23,2547,32.6,1967,31.05,1.08,3.53E-37,3.07E-36,32.6,31.05,32.6,31.05
2323,AT5G17860,CCX1,106,0.88,133,1.07,1273,16.17,870,13.63,3.94,6.07E-131,1.32E-129,16.17,13.63,16.17,13.63
2858,AT5G17850,CCX2,90,0.7,74,0.56,417,4.97,353,5.19,3.01,1.76E-44,1.75E-43,4.97,5.19,4.97,5.19
5306,AT1G08960,CCX5,335,2.71,369,2.89,109,1.35,88,1.35,-1.05,5.17E-06,1.42E-05,1.35,1.35,1.35,1.35
2678,AT2G19570,CDA1,441,5.58,499,6.12,3074,59.62,2331,55.76,3.3,6.78E-243,2.38E-241,59.62,55.76,59.62,55.76
2691,AT4G29570,CDA8,13,0.2,6,0.09,59,1.41,49,1.45,3.29,1.85E-08,6.23E-08,1.41,1.45,1.880313077,1.933655292
3377,AT4G33270,CDC20-1,54,0.46,59,0.48,197,2.55,139,2.22,2.35,1.12E-15,5.49E-15,2.55,2.22,2.55,2.22
2602,AT3G53230,CDC48D,294,1.65,354,1.93,2254,19.42,1806,19.2,3.43,5.98E-208,1.85E-206,19.42,19.2,19.42,19.2
